"Date","Price","Open","High","Low","Vol.","Change %"
"11/11/2015","3,035.9","3,056.0","3,066.0","3,035.9","6.81M","-0.66%"
"11/10/2015","3,056.0","3,076.0","3,086.0","3,045.9","6.28M","-0.65%"
"11/09/2015","3,076.0","3,086.0","3,116.1","3,076.0","5.18M","-0.97%"
"11/06/2015","3,106.1","3,106.1","3,136.1","3,086.0","8.63M","0.00%"
"11/05/2015","3,106.1","3,116.1","3,136.1","3,106.1","6.07M","-0.32%"
"11/04/2015","3,116.1","3,166.2","3,166.2","3,096.0","10.60M","-1.27%"
"11/03/2015","3,156.2","3,126.1","3,156.2","3,096.0","8.72M","0.96%"
"11/02/2015","3,126.1","3,156.2","3,156.2","3,106.1","11.20M","-0.95%"
"10/30/2015","3,156.2","3,156.2","3,176.2","3,146.1","9.76M","0.00%"
"10/29/2015","3,156.2","3,156.2","3,186.2","3,146.1","13.79M","0.32%"
"10/28/2015","3,146.1","3,176.2","3,186.2","3,146.1","9.20M","-0.95%"
"10/27/2015","3,176.2","3,196.2","3,206.2","3,166.2","7.80M","-0.63%"
"10/26/2015","3,196.2","3,196.2","3,246.3","3,196.2","12.79M","0.31%"
"10/23/2015","3,186.2","3,206.2","3,206.2","3,166.2","9.79M","1.27%"
"10/22/2015","3,146.1","3,116.1","3,156.2","3,116.1","8.22M","0.64%"
"10/21/2015","3,126.1","3,146.1","3,186.2","3,116.1","10.57M","-0.64%"
"10/20/2015","3,146.1","3,206.2","3,206.2","3,136.1","16.11M","-1.88%"
"10/19/2015","3,206.2","3,226.3","3,226.3","3,186.2","16.01M","0.00%"
"10/16/2015","3,206.2","3,256.3","3,286.4","3,196.2","21.85M","-0.93%"
"10/15/2015","3,236.3","3,246.3","3,336.5","3,236.3","23.71M","0.00%"
"10/14/2015","3,236.3","3,246.3","3,266.4","3,236.3","11.22M","-0.31%"
"10/13/2015","3,246.3","3,266.4","3,276.4","3,246.3","8.42M","-1.22%"
"10/12/2015","3,286.4","3,256.3","3,306.4","3,246.3","18.79M","1.23%"
"10/09/2015","3,246.3","3,246.3","3,286.4","3,216.3","14.82M","0.62%"
"10/08/2015","3,226.3","3,166.2","3,236.3","3,146.1","17.90M","2.22%"
"10/07/2015","3,156.2","3,216.3","3,216.3","3,146.1","14.09M","-1.56%"
"10/06/2015","3,206.2","3,176.2","3,216.3","3,156.2","29.91M","1.91%"
"10/05/2015","3,146.1","3,096.0","3,146.1","3,086.0","12.12M","1.62%"
"10/02/2015","3,096.0","3,076.0","3,136.1","3,076.0","8.42M","0.65%"
"10/01/2015","3,076.0","3,045.9","3,076.0","3,045.9","2.83M","0.99%"
"09/30/2015","3,045.9","3,025.9","3,076.0","3,025.9","5.17M","1.00%"
"09/29/2015","3,015.9","3,005.9","3,015.9","2,975.8","9.38M","-0.33%"
"09/28/2015","3,025.9","3,106.1","3,126.1","3,025.9","9.37M","-2.89%"
"09/25/2015","3,116.1","3,126.1","3,146.1","3,106.1","4.72M","-0.96%"
"09/24/2015","3,146.1","3,176.2","3,176.2","3,136.1","9.43M","-0.63%"
"09/23/2015","3,166.2","3,156.2","3,186.2","3,136.1","9.92M","-0.63%"
"09/22/2015","3,186.2","3,176.2","3,206.2","3,156.2","7.33M","0.32%"
"09/21/2015","3,176.2","3,076.0","3,236.3","3,045.9","20.08M","2.92%"
"09/18/2015","3,086.0","3,056.0","3,096.0","3,045.9","14.85M","2.67%"
"09/17/2015","3,005.9","2,985.8","3,045.9","2,985.8","5.67M","1.01%"
"09/16/2015","2,975.8","2,935.7","2,975.8","2,925.7","3.32M","1.71%"
"09/15/2015","2,925.7","2,925.7","2,945.7","2,915.7","4.47M","-0.34%"
"09/14/2015","2,935.7","2,975.8","2,995.8","2,915.7","5.54M","-1.35%"
"09/11/2015","2,975.8","3,035.9","3,045.9","2,975.8","8.21M","-2.30%"
"09/10/2015","3,045.9","3,035.9","3,076.0","3,005.9","6.51M","-0.98%"
"09/09/2015","3,076.0","3,066.0","3,086.0","3,035.9","13.30M","1.66%"
"09/08/2015","3,025.9","2,935.7","3,025.9","2,925.7","7.60M","3.42%"
"09/07/2015","2,925.7","2,945.7","2,985.8","2,915.7","8.35M","-1.68%"
"09/04/2015","2,975.8","3,015.9","3,045.9","2,955.8","7.74M","-1.33%"
"09/03/2015","3,015.9","3,106.1","3,106.1","2,985.8","13.24M","-3.22%"
"09/01/2015","3,116.1","3,116.1","3,166.2","3,106.1","13.52M","0.00%"
"08/31/2015","3,116.1","3,156.2","3,156.2","3,106.1","9.51M","-1.58%"
"08/28/2015","3,166.2","3,136.1","3,206.2","3,126.1","21.94M","0.96%"
"08/27/2015","3,136.1","3,156.2","3,196.2","3,116.1","21.00M","-0.63%"
"08/26/2015","3,156.2","3,045.9","3,186.2","3,045.9","17.65M","5.00%"
"08/25/2015","3,005.9","2,765.4","3,005.9","2,765.4","26.05M","6.76%"
"08/24/2015","2,815.5","2,965.8","2,965.8","2,815.5","41.07M","-6.95%"
"08/21/2015","3,025.9","3,056.0","3,056.0","2,945.7","23.50M","-2.89%"
"08/20/2015","3,116.1","3,186.2","3,206.2","3,096.0","11.29M","-2.20%"
"08/19/2015","3,186.2","3,196.2","3,206.2","3,126.1","15.30M","-0.93%"
"08/18/2015","3,216.3","3,176.2","3,226.3","3,146.1","13.26M","1.26%"
"08/17/2015","3,176.2","3,286.4","3,286.4","3,176.2","13.37M","-2.76%"
"08/14/2015","3,266.4","3,266.4","3,336.5","3,206.2","17.06M","-0.31%"
"08/13/2015","3,276.4","3,316.5","3,336.5","3,216.3","23.24M","-1.80%"
"08/12/2015","3,336.5","3,436.7","3,436.7","3,316.5","26.92M","-3.48%"
"08/11/2015","3,456.7","3,506.8","3,506.8","3,436.7","18.46M","-0.86%"
"08/10/2015","3,486.8","3,446.7","3,526.9","3,446.7","20.78M","2.05%"
"08/07/2015","3,416.7","3,346.5","3,436.7","3,326.5","25.18M","2.71%"
"08/06/2015","3,326.5","3,376.6","3,376.6","3,316.5","9.31M","-1.19%"
"08/05/2015","3,366.6","3,306.4","3,386.6","3,296.4","9.89M","3.07%"
"08/04/2015","3,266.4","3,256.3","3,336.5","3,236.3","9.29M","0.31%"
"08/03/2015","3,256.3","3,206.2","3,296.4","3,156.2","26.62M","0.00%"
"07/31/2015","3,256.3","3,356.5","3,376.6","3,256.3","21.35M","-3.27%"
"07/30/2015","3,366.6","3,336.5","3,416.7","3,326.5","12.71M","0.60%"
"07/29/2015","3,346.5","3,406.6","3,466.8","3,346.5","28.65M","-2.62%"
"07/28/2015","3,436.7","3,567.0","3,597.0","3,436.7","18.73M","-3.65%"
"07/27/2015","3,567.0","3,506.8","3,597.0","3,506.8","22.52M","2.89%"
"07/24/2015","3,466.8","3,316.5","3,496.8","3,316.5","30.79M","4.53%"
"07/23/2015","3,316.5","3,386.6","3,416.7","3,306.4","14.92M","-1.19%"
"07/22/2015","3,356.5","3,156.2","3,356.5","3,156.2","47.60M","6.69%"
"07/21/2015","3,146.1","3,056.0","3,146.1","3,056.0","25.13M","2.95%"
"07/20/2015","3,056.0","3,015.9","3,056.0","2,965.8","12.97M","0.99%"
"07/17/2015","3,025.9","3,035.9","3,096.0","3,015.9","24.94M","2.03%"
"07/16/2015","2,965.8","2,855.6","2,975.8","2,835.5","14.75M","3.50%"
"07/15/2015","2,865.6","2,935.7","2,945.7","2,865.6","8.69M","-2.05%"
"07/14/2015","2,925.7","2,875.6","2,975.8","2,825.5","21.40M","1.74%"
"07/13/2015","2,875.6","2,905.7","2,945.7","2,865.6","10.90M","-0.69%"
"07/10/2015","2,895.6","2,955.8","2,955.8","2,895.6","12.57M","-1.03%"
"07/09/2015","2,925.7","2,965.8","2,975.8","2,915.7","16.87M","-2.01%"
"07/08/2015","2,985.8","3,015.9","3,056.0","2,965.8","16.35M","-1.00%"
"07/07/2015","3,015.9","2,945.7","3,076.0","2,905.7","26.64M","2.38%"
"07/06/2015","2,945.7","2,875.6","2,955.8","2,875.6","17.38M","2.44%"
"07/03/2015","2,875.6","2,875.6","2,905.7","2,865.6","10.00M","0.35%"
"07/02/2015","2,865.6","2,825.5","2,875.6","2,805.5","8.63M","1.42%"
"07/01/2015","2,825.5","2,895.6","2,905.7","2,805.5","10.06M","-2.42%"
"06/30/2015","2,895.6","2,795.4","2,895.6","2,785.4","31.96M","3.21%"
"06/29/2015","2,805.5","2,735.3","2,805.5","2,735.3","9.88M","2.56%"
"06/26/2015","2,735.3","2,745.4","2,805.5","2,725.3","6.77M","-0.36%"
"06/25/2015","2,745.4","2,775.4","2,795.4","2,745.4","8.37M","-1.79%"
"06/24/2015","2,795.4","2,795.4","2,825.5","2,785.4","9.72M","-1.06%"
"06/23/2015","2,825.5","2,775.4","2,855.6","2,775.4","7.48M","1.44%"
"06/22/2015","2,785.4","2,795.4","2,795.4","2,765.4","4.89M","1.09%"
"06/19/2015","2,755.4","2,825.5","2,835.5","2,755.4","24.17M","-2.83%"
"06/18/2015","2,835.5","2,875.6","2,875.6","2,815.5","8.27M","-0.35%"
"06/17/2015","2,845.5","2,875.6","2,885.6","2,835.5","14.74M","-1.73%"
"06/16/2015","2,895.6","2,885.6","2,955.8","2,865.6","16.84M","0.70%"
"06/15/2015","2,875.6","2,865.6","2,885.6","2,845.5","15.59M","0.35%"
"06/12/2015","2,865.6","2,885.6","2,915.7","2,845.5","12.43M","-0.69%"
"06/11/2015","2,885.6","2,895.6","2,925.7","2,855.6","13.47M","1.77%"
"06/10/2015","2,835.5","2,755.4","2,845.5","2,755.4","29.78M","4.81%"
"06/09/2015","2,705.3","2,605.1","2,785.4","2,595.1","26.01M","3.85%"
"06/08/2015","2,605.1","2,555.0","2,615.1","2,555.0","8.55M","2.77%"
"06/05/2015","2,534.9","2,585.0","2,585.0","2,514.9","18.05M","-1.56%"
"06/04/2015","2,575.0","2,565.0","2,595.1","2,565.0","10.04M","0.39%"
"06/03/2015","2,565.0","2,615.1","2,645.2","2,565.0","13.65M","-2.66%"
"06/02/2015","2,635.1","2,625.1","2,655.2","2,625.1","8.84M","-0.38%"
"06/01/2015","2,645.2","2,665.2","2,675.2","2,645.2","5.07M","-0.75%"
"05/29/2015","2,665.2","2,685.2","2,705.3","2,655.2","5.21M","-0.75%"
"05/28/2015","2,685.2","2,655.2","2,715.3","2,655.2","3.94M","0.00%"
"05/27/2015","2,685.2","2,715.3","2,725.3","2,675.2","3.86M","-1.47%"
"05/26/2015","2,725.3","2,695.3","2,735.3","2,665.2","6.35M","1.87%"
"05/25/2015","2,675.2","2,695.3","2,725.3","2,645.2","1.89M","-0.74%"
"05/22/2015","2,695.3","2,655.2","2,695.3","2,645.2","4.66M","0.75%"
"05/21/2015","2,675.2","2,675.2","2,695.3","2,635.1","5.41M","0.00%"
"05/20/2015","2,675.2","2,504.9","2,675.2","2,504.9","8.43M","6.80%"
"05/19/2015","2,504.9","2,464.8","2,524.9","2,464.8","8.01M","0.81%"
"05/18/2015","2,484.8","2,565.0","2,605.1","2,484.8","16.53M","-4.98%"
"05/15/2015","2,615.1","2,685.2","2,685.2","2,615.1","5.17M","-2.61%"
"05/14/2015","2,685.2","2,615.1","2,685.2","2,605.1","6.85M","1.90%"
"05/13/2015","2,635.1","2,675.2","2,695.3","2,605.1","12.04M","-2.23%"
"05/12/2015","2,695.3","2,815.5","2,815.5","2,695.3","6.38M","-2.89%"
"05/11/2015","2,775.4","2,815.5","2,845.5","2,765.4","3.78M","-1.77%"
"05/08/2015","2,825.5","2,885.6","2,955.8","2,825.5","5.27M","-1.17%"
"05/07/2015","2,858.9","2,839.3","2,872.0","2,839.3","7.56M","0.69%"
"05/06/2015","2,839.3","2,891.5","2,904.6","2,839.3","13.90M","-1.58%"
"05/05/2015","2,885.0","2,826.3","2,917.6","2,819.7","10.73M","2.08%"
"05/04/2015","2,826.3","2,917.6","2,917.6","2,806.7","14.62M","-1.59%"
"04/27/2015","2,872.0","2,937.2","2,969.9","2,872.0","5.52M","-1.12%"
"04/24/2015","2,904.6","2,911.1","2,917.6","2,904.6","5.19M","0.00%"
"04/23/2015","2,904.6","2,950.3","2,969.9","2,898.1","6.79M","-1.33%"
"04/22/2015","2,943.8","2,943.8","3,009.0","2,943.8","8.95M","0.00%"
"04/21/2015","2,943.8","2,943.8","2,943.8","2,930.7","5.94M","0.00%"
"04/20/2015","2,943.8","2,969.9","2,976.4","2,937.2","5.25M","-1.10%"
"04/17/2015","2,976.4","2,917.6","3,035.1","2,917.6","13.73M","1.56%"
"04/16/2015","2,930.7","2,950.3","2,976.4","2,930.7","10.15M","-0.22%"
"04/15/2015","2,937.2","2,898.1","2,969.9","2,898.1","17.23M","1.58%"
"04/14/2015","2,891.5","2,885.0","2,904.6","2,885.0","5.90M","0.23%"
"04/13/2015","2,885.0","2,911.1","2,911.1","2,885.0","2.81M","0.00%"
"04/10/2015","2,885.0","2,891.5","2,904.6","2,885.0","5.44M","0.00%"
"04/09/2015","2,885.0","2,885.0","2,917.6","2,885.0","5.56M","0.00%"
"04/08/2015","2,885.0","2,911.1","2,911.1","2,885.0","4.68M","-0.45%"
"04/07/2015","2,898.1","2,885.0","2,924.2","2,885.0","6.56M","0.00%"
"04/06/2015","2,898.1","2,924.2","2,930.7","2,891.5","3.80M","-1.11%"
"04/03/2015","2,930.7","2,885.0","2,943.8","2,872.0","14.45M","1.81%"
"04/02/2015","2,878.5","2,872.0","2,885.0","2,852.4","6.30M","0.23%"
"04/01/2015","2,872.0","2,878.5","2,911.1","2,865.4","8.01M","-0.23%"
"03/31/2015","2,878.5","2,872.0","2,891.5","2,872.0","9.35M","0.23%"
"03/30/2015","2,872.0","2,878.5","2,898.1","2,858.9","9.59M","0.23%"
"03/27/2015","2,865.4","2,865.4","2,891.5","2,858.9","3.54M","0.00%"
"03/26/2015","2,865.4","2,865.4","2,904.6","2,858.9","6.97M","-0.23%"
"03/25/2015","2,872.0","2,878.5","2,904.6","2,865.4","10.71M","-0.68%"
"03/24/2015","2,891.5","2,904.6","2,924.2","2,878.5","11.25M","-1.56%"
"03/23/2015","2,937.2","3,022.1","3,022.1","2,937.2","15.94M","-2.81%"
"03/20/2015","3,022.1","2,872.0","3,022.1","2,858.9","30.60M","5.23%"
"03/19/2015","2,872.0","2,904.6","2,924.2","2,839.3","17.76M","-1.35%"
"03/18/2015","2,911.1","2,956.8","2,963.3","2,898.1","15.28M","-0.89%"
"03/17/2015","2,937.2","2,943.8","2,996.0","2,937.2","8.95M","-0.22%"
"03/16/2015","2,943.8","3,035.1","3,035.1","2,930.7","14.51M","-3.01%"
"03/13/2015","3,035.1","3,054.7","3,074.3","3,028.6","6.61M","-0.64%"
"03/12/2015","3,054.7","3,074.3","3,100.4","3,048.2","10.49M","-1.47%"
"03/11/2015","3,100.4","3,120.0","3,172.2","3,100.4","6.79M","-1.04%"
"03/10/2015","3,133.0","3,172.2","3,198.3","3,126.5","12.93M","-1.23%"
"03/09/2015","3,172.2","3,093.9","3,198.3","3,093.9","15.53M","2.97%"
"03/06/2015","3,080.8","3,087.4","3,087.4","3,061.2","4.15M","-0.21%"
"03/05/2015","3,087.4","3,080.8","3,120.0","3,080.8","10.53M","0.42%"
"03/04/2015","3,074.3","3,074.3","3,100.4","3,067.8","4.53M","0.00%"
"03/03/2015","3,074.3","3,028.6","3,087.4","3,028.6","9.37M","1.95%"
"03/02/2015","3,015.6","3,041.7","3,074.3","3,009.0","8.89M","-1.91%"
"02/27/2015","3,074.3","3,113.5","3,113.5","3,048.2","15.54M","-1.67%"
"02/26/2015","3,126.5","3,159.2","3,185.3","3,100.4","9.03M","-1.03%"
"02/25/2015","3,159.2","3,178.7","3,211.4","3,159.2","6.82M","-1.83%"
"02/24/2015","3,217.9","3,217.9","3,217.9","3,165.7","5.83M","0.20%"
"02/13/2015","3,211.4","3,185.3","3,237.5","3,165.7","4.72M","0.82%"
"02/12/2015","3,185.3","3,165.7","3,224.4","3,133.0","4.60M","0.83%"
"02/11/2015","3,159.2","3,022.1","3,159.2","3,022.1","5.35M","4.54%"
"02/10/2015","3,022.1","2,937.2","3,035.1","2,878.5","9.80M","3.35%"
"02/09/2015","2,924.2","3,002.5","3,035.1","2,924.2","5.15M","-2.61%"
"02/06/2015","3,002.5","2,996.0","3,048.2","2,982.9","2.83M","2.45%"
"02/05/2015","2,930.7","2,937.2","2,943.8","2,872.0","13.60M","-0.66%"
"02/04/2015","2,950.3","3,022.1","3,080.8","2,943.8","8.44M","-3.21%"
"02/03/2015","3,048.2","3,100.4","3,133.0","3,048.2","6.38M","-1.68%"
"02/02/2015","3,100.4","3,120.0","3,185.3","3,100.4","2.71M","-0.63%"
"01/30/2015","3,120.0","3,224.4","3,224.4","3,120.0","11.05M","-3.24%"
"01/29/2015","3,224.4","3,296.2","3,296.2","3,204.8","4.27M","-2.18%"
"01/28/2015","3,296.2","3,328.9","3,328.9","3,250.5","2.63M","0.00%"
"01/27/2015","3,296.2","3,296.2","3,328.9","3,257.1","15.27M","1.41%"
"01/26/2015","3,250.5","3,361.5","3,361.5","3,250.5","16.33M","-3.30%"
"01/23/2015","3,361.5","3,459.4","3,459.4","3,328.9","18.11M","-2.83%"
"01/22/2015","3,459.4","3,492.0","3,492.0","3,426.8","3.62M","-0.93%"
"01/21/2015","3,492.0","3,459.4","3,492.0","3,426.8","8.79M","0.94%"
"01/20/2015","3,459.4","3,426.8","3,459.4","3,394.1","2.05M","0.95%"
"01/19/2015","3,426.8","3,459.4","3,492.0","3,426.8","4.11M","-0.94%"
"01/16/2015","3,459.4","3,492.0","3,492.0","3,459.4","3.09M","-1.85%"
"01/15/2015","3,524.7","3,492.0","3,557.3","3,492.0","2.79M","0.00%"
"01/14/2015","3,524.7","3,492.0","3,524.7","3,426.8","3.21M","0.00%"
"01/13/2015","3,524.7","3,492.0","3,524.7","3,492.0","1.09M","0.00%"
"01/12/2015","3,524.7","3,492.0","3,589.9","3,492.0","9.72M","0.00%"
"01/09/2015","3,524.7","3,459.4","3,524.7","3,426.8","5.72M","1.89%"
"01/08/2015","3,459.4","3,459.4","3,492.0","3,426.8","1.50M","0.00%"
"01/07/2015","3,459.4","3,492.0","3,524.7","3,459.4","3.25M","-0.93%"
"01/06/2015","3,492.0","3,394.1","3,492.0","3,394.1","3.64M","0.94%"
"01/05/2015","3,459.4","3,459.4","3,524.7","3,426.8","2.89M","0.00%"
"12/31/2014","3,459.4","3,426.8","3,459.4","3,426.8","9.59M","0.95%"
"12/30/2014","3,426.8","3,361.5","3,426.8","3,328.9","5.39M","1.94%"
"12/29/2014","3,361.5","3,263.6","3,426.8","3,263.6","5.80M","3.00%"
"12/26/2014","3,263.6","3,328.9","3,328.9","3,244.0","3.83M","-1.96%"
"12/25/2014","3,328.9","3,328.9","3,361.5","3,296.2","2.63M","-0.97%"
"12/24/2014","3,361.5","3,394.1","3,394.1","3,361.5","2.62M","0.00%"
"12/23/2014","3,361.5","3,394.1","3,426.8","3,328.9","6.50M","0.00%"
"12/22/2014","3,361.5","3,172.2","3,361.5","3,172.2","5.58M","6.63%"
"12/19/2014","3,152.6","3,152.6","3,191.8","3,146.1","7.77M","0.00%"
"12/18/2014","3,152.6","3,133.0","3,191.8","3,133.0","7.53M","1.05%"
"12/17/2014","3,120.0","3,231.0","3,263.6","3,028.6","21.23M","-4.02%"
"12/16/2014","3,250.5","3,394.1","3,394.1","3,231.0","9.11M","-4.23%"
"12/15/2014","3,394.1","3,459.4","3,459.4","3,394.1","1.19M","-1.89%"
"12/12/2014","3,459.4","3,361.5","3,459.4","3,361.5","1.15M","0.95%"
"12/11/2014","3,426.8","3,426.8","3,459.4","3,394.1","2.21M","-0.94%"
"12/10/2014","3,459.4","3,426.8","3,492.0","3,328.9","7.59M","1.92%"
"12/09/2014","3,394.1","3,524.7","3,557.3","3,361.5","13.23M","-4.59%"
"12/08/2014","3,557.3","3,622.6","3,622.6","3,524.7","5.89M","-1.80%"
"12/05/2014","3,622.6","3,622.6","3,655.2","3,589.9","9.75M","0.91%"
"12/04/2014","3,589.9","3,589.9","3,622.6","3,557.3","4.78M","0.00%"
"12/03/2014","3,589.9","3,557.3","3,589.9","3,524.7","6.73M","1.85%"
"12/02/2014","3,524.7","3,557.3","3,557.3","3,492.0","2.36M","0.00%"
"12/01/2014","3,524.7","3,524.7","3,589.9","3,524.7","8.44M","0.93%"
"11/28/2014","3,492.0","3,557.3","3,557.3","3,459.4","5.46M","-1.83%"
"11/27/2014","3,557.3","3,492.0","3,557.3","3,459.4","12.26M","1.87%"
"11/26/2014","3,492.0","3,589.9","3,622.6","3,459.4","9.83M","-2.73%"
"11/25/2014","3,589.9","3,589.9","3,622.6","3,557.3","6.50M","0.00%"
"11/24/2014","3,589.9","3,589.9","3,622.6","3,557.3","2.80M","-0.90%"
"11/21/2014","3,622.6","3,687.9","3,687.9","3,622.6","3.86M","-1.77%"
"11/20/2014","3,687.9","3,655.2","3,687.9","3,622.6","8.20M","1.80%"
"11/19/2014","3,622.6","3,687.9","3,687.9","3,589.9","11.31M","-2.63%"
"11/18/2014","3,720.5","3,687.9","3,720.5","3,655.2","2.98M","0.00%"
"11/17/2014","3,720.5","3,720.5","3,753.1","3,687.9","2.93M","0.00%"
"11/14/2014","3,720.5","3,753.1","3,753.1","3,655.2","5.15M","-0.87%"
"11/13/2014","3,753.1","3,720.5","3,785.8","3,720.5","3.92M","0.00%"
"11/12/2014","3,753.1","3,753.1","3,785.8","3,720.5","2.55M","0.00%"
"11/11/2014","3,753.1","3,687.9","3,785.8","3,655.2","10.50M","1.77%"
"11/10/2014","3,687.9","3,655.2","3,687.9","3,655.2","6.73M","0.00%"
"11/07/2014","3,687.9","3,589.9","3,687.9","3,589.9","5.23M","2.73%"
"11/06/2014","3,589.9","3,687.9","3,687.9","3,589.9","2.03M","-0.90%"
"11/05/2014","3,622.6","3,655.2","3,687.9","3,589.9","3.90M","-0.89%"
"11/04/2014","3,655.2","3,687.9","3,720.5","3,622.6","3.69M","-0.88%"
"11/03/2014","3,687.9","3,655.2","3,720.5","3,655.2","10.61M","2.73%"
"10/31/2014","3,589.9","3,557.3","3,589.9","3,524.7","9.88M","0.92%"
"10/30/2014","3,557.3","3,524.7","3,557.3","3,524.7","5.35M","0.00%"
"10/29/2014","3,557.3","3,557.3","3,589.9","3,524.7","4.54M","0.93%"
"10/28/2014","3,524.7","3,426.8","3,524.7","3,426.8","6.50M","1.89%"
"10/27/2014","3,459.4","3,524.7","3,557.3","3,459.4","4.93M","-2.75%"
"10/24/2014","3,557.3","3,589.9","3,589.9","3,492.0","4.66M","0.00%"
"10/23/2014","3,557.3","3,622.6","3,687.9","3,557.3","7.89M","-2.68%"
"10/22/2014","3,655.2","3,589.9","3,655.2","3,589.9","10.40M","1.82%"
"10/21/2014","3,589.9","3,557.3","3,622.6","3,557.3","4.06M","0.00%"
"10/20/2014","3,589.9","3,492.0","3,589.9","3,492.0","12.28M","2.80%"
"10/17/2014","3,492.0","3,492.0","3,524.7","3,361.5","20.47M","0.94%"
"10/16/2014","3,459.4","3,622.6","3,622.6","3,426.8","21.05M","-4.50%"
"10/15/2014","3,622.6","3,687.9","3,720.5","3,589.9","11.21M","-1.77%"
"10/14/2014","3,687.9","3,818.4","3,818.4","3,687.9","14.36M","-3.42%"
"10/13/2014","3,818.4","3,818.4","3,818.4","3,753.1","11.26M","0.00%"
"10/10/2014","3,818.4","3,785.8","3,883.7","3,785.8","6.12M","0.00%"
"10/09/2014","3,818.4","3,851.0","3,883.7","3,818.4","11.17M","-0.85%"
"10/08/2014","3,851.0","3,753.1","3,851.0","3,753.1","12.70M","2.61%"
"10/07/2014","3,753.1","3,785.8","3,785.8","3,753.1","6.79M","0.00%"
"10/06/2014","3,753.1","3,818.4","3,851.0","3,753.1","11.72M","-2.54%"
"10/03/2014","3,851.0","3,883.7","3,883.7","3,851.0","5.79M","0.00%"
"10/02/2014","3,851.0","3,818.4","3,851.0","3,785.8","6.23M","1.72%"
"10/01/2014","3,785.8","3,785.8","3,818.4","3,753.1","7.88M","0.87%"
"09/30/2014","3,753.1","3,753.1","3,818.4","3,753.1","8.95M","-0.86%"
"09/29/2014","3,785.8","3,785.8","3,818.4","3,753.1","3.02M","0.00%"
"09/26/2014","3,785.8","3,785.8","3,818.4","3,785.8","3.36M","-0.85%"
"09/25/2014","3,818.4","3,785.8","3,818.4","3,720.5","7.48M","0.00%"
"09/24/2014","3,818.4","3,753.1","3,818.4","3,720.5","11.78M","1.74%"
"09/23/2014","3,753.1","3,655.2","3,785.8","3,655.2","9.98M","1.77%"
"09/22/2014","3,687.9","3,687.9","3,753.1","3,687.9","14.25M","0.89%"
"09/19/2014","3,655.2","3,720.5","3,785.8","3,655.2","27.27M","-3.45%"
"09/18/2014","3,785.8","3,818.4","3,818.4","3,753.1","11.29M","-0.85%"
"09/17/2014","3,818.4","3,753.1","3,818.4","3,720.5","15.08M","1.74%"
"09/16/2014","3,753.1","3,785.8","3,818.4","3,720.5","13.93M","-0.86%"
"09/15/2014","3,785.8","3,785.8","3,851.0","3,785.8","9.36M","0.00%"
"09/12/2014","3,785.8","3,753.1","3,785.8","3,753.1","8.13M","0.87%"
"09/11/2014","3,753.1","3,851.0","3,851.0","3,753.1","8.92M","-2.54%"
"09/10/2014","3,851.0","3,818.4","3,851.0","3,753.1","6.94M","0.00%"
"09/09/2014","3,851.0","3,916.3","3,948.9","3,785.8","22.59M","-3.28%"
"09/08/2014","3,981.6","3,981.6","4,014.2","3,948.9","12.76M","0.00%"
"09/05/2014","3,981.6","3,948.9","3,981.6","3,916.3","6.59M","0.00%"
"09/04/2014","3,981.6","3,883.7","4,046.9","3,883.7","24.93M","2.52%"
"09/03/2014","3,883.7","3,818.4","3,883.7","3,818.4","15.21M","2.59%"
"08/29/2014","3,785.8","3,851.0","3,883.7","3,785.8","13.83M","-0.85%"
"08/28/2014","3,818.4","3,883.7","3,883.7","3,818.4","20.02M","-2.50%"
"08/27/2014","3,916.3","3,981.6","4,014.2","3,883.7","14.08M","-1.64%"
"08/26/2014","3,981.6","3,916.3","3,981.6","3,883.7","18.41M","1.67%"
"08/25/2014","3,916.3","3,883.7","3,948.9","3,851.0","24.09M","0.84%"
"08/22/2014","3,883.7","3,818.4","3,916.3","3,818.4","24.16M","1.71%"
"08/21/2014","3,818.4","3,720.5","3,818.4","3,720.5","16.92M","1.74%"
"08/20/2014","3,753.1","3,753.1","3,785.8","3,720.5","8.33M","0.00%"
"08/19/2014","3,753.1","3,687.9","3,785.8","3,687.9","21.99M","1.77%"
"08/18/2014","3,687.9","3,720.5","3,720.5","3,687.9","7.85M","-0.88%"
"08/15/2014","3,720.5","3,720.5","3,720.5","3,687.9","3.88M","0.00%"
"08/14/2014","3,720.5","3,720.5","3,753.1","3,687.9","8.29M","0.00%"
"08/13/2014","3,720.5","3,622.6","3,720.5","3,589.9","16.05M","2.70%"
"08/12/2014","3,622.6","3,655.2","3,687.9","3,622.6","5.31M","-0.89%"
"08/11/2014","3,655.2","3,622.6","3,687.9","3,622.6","5.95M","0.00%"
"08/08/2014","3,655.2","3,687.9","3,687.9","3,622.6","8.87M","-0.88%"
"08/07/2014","3,687.9","3,687.9","3,720.5","3,655.2","8.77M","-0.88%"
"08/06/2014","3,720.5","3,720.5","3,753.1","3,687.9","3.09M","0.00%"
"08/05/2014","3,720.5","3,655.2","3,753.1","3,655.2","21.57M","1.79%"
"08/04/2014","3,655.2","3,655.2","3,687.9","3,622.6","6.79M","-0.88%"
"08/01/2014","3,687.9","3,720.5","3,753.1","3,655.2","4.43M","-1.74%"
"07/31/2014","3,753.1","3,622.6","3,753.1","3,622.6","16.33M","4.55%"
"07/30/2014","3,589.9","3,622.6","3,622.6","3,589.9","5.41M","0.00%"
